,Song Title,English Lyrics
21,Twisted Logic,"['Lyrics', 'Sunlight opened up my eyes', 'to see for the first time', 'it opened them up', 'And tonight rivers will run dry', 'and not for the first time', 'rivers will run', 'Hundreds of years in the future', 'there could be computers', 'looking for life on earth', ""Don't fight for the wrong side"", 'say what you feel like', 'say how you feel', ""You'll go backwards"", 'but then', ""you'll go forwards"", 'again', ""You'll go backwards"", 'but then', ""you'll go"", 'Created... then drilled and invaded', 'If somebody made it', 'Someone will mess it up', 'And you are not wrong to', 'Ask who does this belong to', 'It belongs to one of us', ""You'll go backwards"", 'but then', ""you'll go forwards"", 'and then', ""you'll go backwards"", 'again', ""you'll go forwards"", ""You'll go backwards"", 'but then', ""you'll go forwards"", 'again', ""You'll go backwards"", 'but then', ""you'll go forwards"", 'Ahhhhhhhhhh...']"
22,Til Kingdom Come,"['Lyrics', 'One, two', 'Steal my heart and hold my tongue', 'I feel my time, my time has come', 'Let me in, unlock the door', 'I never felt this way before', '.', 'And the wheels just keep on turning', 'The drummer begins to drum', ""I don't know which way I'm going"", ""I don't know which way I've come"", 'Hold my head inside your hands', 'I need someone who understands', 'I need someone, someone who hears', ""For you I've waited all these years"", ""For you I'd wait 'til kingdom come"", 'Until my day, my day is done', ""and say you'll come and set me free"", ""just say you'll wait, you'll wait for me"", 'In your tears and in your blood', 'In your fire and in your flood', 'I hear you laugh, I heard you sing', ""I wouldn't change a single thing"", 'And the wheels just keep on turning', 'The drummers begin to drum', ""I don't know which way I'm going"", ""I don't know what I've become"", ""For you I'd wait 'til kingdom come"", 'Until my days, my days are done', ""Say you'll come and set me free"", ""Just say you'll wait, you'll wait for me"", ""Just say you'll wait, you'll wait for me"", ""Just say you'll wait, you'll wait for me""]"
23,Politik,"['Lyrics', 'Look at earth from outer space', 'Everyone must find the place', 'Give me time and give me space', ""Give me real, don't give me fake"", 'Give me strength, reserve control', 'Give me heart and give me soul', 'Give me time give us a kiss', 'And tell me your own Politik', 'Open up your eyes', 'Open up your eyes', 'Open up your eyes', 'Just open up your eyes', ""Give me one, 'cos one is best"", 'And in confusion, confidence', 'Give me piece of mind and trust', 'And dont forget the rest of us', 'Give me strength, reserve control', 'Give me heart and give me soul', 'Wounds that heal and cracks that fix', 'Oh Love, tell me your own politik', 'Open up your eyes', 'Open up your eyes', 'Open up your eyes', 'Open up your eyes, , Just open up your eyes', 'And give me love over, love over, love over this', 'And give me love over, love over, love over this']"
24,God Put a Smile upon Your Face,"['Lyrics', 'Where do we go, nobody knows', ""i've got to say i'm on my way down"", 'god gave me style and gave me grace', 'God put a smile upon my face', 'where do we go to draw the line', ""i've got to say, i've wasted all your time, oh honey honey"", 'where do i go to fall from grace', 'god put a smile upon your face, aww yeah', ""now when you work it out i'm worse than you"", 'yeah when we work it out, i wanted to', 'now when we work out where to draw the line', 'your guess is as good as mine...', 'where do we go, nobody knows', ""don't ever say you're on your way down, well"", 'god gave you style and gave you grace', 'and put a smile upon your face', ""now when you work it out i'm worse than you"", 'yeah when we work it out, i wanted to', 'now when we work out where to draw the line', 'your guess is as good as mine...', ""it's as good as mine,"", ""it's as good as mine,"", ""it's as good as mine,"", 'no, no no, no no,', 'no, no no, no no,', ""it's as good as mine,"", ""It's as good as mine,"", '(as good as mine)', 'as good as mine,', 'where do we go, nobody knows', ""don't ever say you're on your way down, well"", 'god gave you style and gave you grace', 'and put a smile upon your face']"
25,A Rush of Blood to the Head,"['Lyrics', ""He said I'm gonna buy this place and burn it down"", ""I'm gonna put it six feet underground"", ""he said I'm gonna buy this place and watch it fall"", 'Stand here beside me baby in the crumbling walls.', ""Oh I'm gonna buy this place and start a fire"", ""stand here until I fill all your heart's desires"", ""because I'm gonna buy this place and see it burn"", 'and do back the things it did to you in return.', ""He said I'm gonna buy a gun and start a war"", 'if you can tell me something worth fighting for', ""oh and i'm gonna buy this place is what i said"", 'blame it upon a rush of blood to the head.', ""Honey, all the movements you're starting to make"", 'see me crumble and fall on my face', ""And I know the mistakes that I've made"", 'see it all disappear without trace', 'And they call as they beckon you on', 'they said start as you mean to go on', 'start as you mean to go on.', ""He said I'm gonna buy this place and see it go"", 'stand here beside me baby, watch the orange glow.', 'Someone will laugh and some just sit and cry', 'but you just sit down there and you wonder why.', ""So I'm gonna buy a gun and start a war"", 'if you can tell me something worth fighting for', ""and I'm gonna buy this place is what I say"", 'Blame it upon a rush of blood to the head, oh to the head.', ""Honey, all the movements you're starting to make"", 'see me crumble and fall on my face', ""and I know the mistakes that I've made"", 'see it all disappear without trace', 'and they call as they beckon you on', 'they said start as you mean to go on', 'as you mean to go on', 'as you mean to go on', 'So meet me by the bridge', 'meet me by the lake', 'when am I gonna see that pretty face again?', 'Oh meet me on the road', 'meet me where I said', 'blame it all upon a rush of blood to the head.']"
26,Amsterdam,"['Lyrics', 'Come on, my star is fading', 'And I swerve out of control', ""If I, if I'd only waited"", ""I'd not be stuck here in this hole"", 'Come here, my star is fading', 'And I swerve out of control', 'And I swear I waited and waited', ""I've got to get out of this hole"", 'But time is on your side', ""It's on your side now"", 'Not pushing you down and all around no', ""It's no cause for concern"", 'Come on, oh my star is fading', 'And I see no chance of release', ""And I know I'm dead on the surface"", 'But I am screaming underneath', 'And time is on your side', ""It's on your side now"", 'Not pushing you down', 'And all around, no', ""It's no cause for concern"", 'Stuck on the end of this ball and chain', ""And I'm on my way back down again"", 'Stood on a bridge tied to a noose', 'Sick to the stomach', 'You can say what you mean', ""But it won't change a thing"", ""I'm sick of our secrets"", 'Stood on the edge, tied to the noose', 'You came along and you cut me loose', 'You came along and you cut me loose', 'You came along and you cut me loose']"
27,Warning Sign,"['Lyrics', 'A warning sign', 'I missed the good part, then I realised', 'I started looking and the bubble burst', 'I started looking for excuses', 'Come on in', ""I've gotta tell you what a state I'm in"", ""I've gotta tell you in my loudest tone"", 'That I started looking for a warning sign', 'When the truth is I miss you', 'Yeah, the truth is that i miss you so', 'A warning sign', 'You came back to haunt me and I realised', 'That you were an island and I passed you by', 'And you were an island to discover', 'Come on in', ""I've gotta tell you what a state I'm in"", ""I've got to tell you in my loudest tone"", 'That I started looking for a warning sign', 'When the truth is I miss you', 'Yeah the truth is that I miss you so', ""And i'm tired"", ""I shouldn't have let you go"", 'So I crawl back into your open arms', 'Yes I crawl back into your open arms', 'And I crawl back into your open arms', 'Yes I crawl back into your open arms']"
28,One I Love,"['Lyrics', 'Could you, could you come back', 'Come back together', 'Put yourself on the band', 'And see us forever', 'Could you, could you come home', 'Come home forever', 'Sure there are things in the band', 'Keep us together', ""Cause you're the one I love"", ""You're the one I love"", ""You're the one I love"", 'ahhhh, ahhhh', 'Could you, could you come home', 'Could you tell me whatever', 'Tie youself to a mast', ""It's now or it's never"", 'Could it tear us apart', ""It'll soon be forever"", ""It's gonna tear us apart"", 'Keep us together', ""You're the one I love"", ""You're the one I love"", 'ahhh, ahhh', ""You're the one I love"", ""You're the one I love"", ""You're the one I love"", ""You're the one I love"", '(Thanks to Mad_Plum for these lyrics)']"
29,See You Soon,"['Lyrics', 'So you lost your trust', 'And you never should have', 'And you never should have', ""But don't break your back"", 'If you ever see this', ""But don't answer that"", 'In a bulletproof vest', 'With the windows all closed', ""I'll be doing my best"", ""I'll see you soon"", 'In a telescope lens', 'And when all you want is friends', ""I'll see you soon"", 'So they came for you', 'They came snapping at your heels', 'They come snapping at your heels', ""But don't break your back"", 'If you ever say this', ""But don't answer that"", 'In a bullet proof vest', 'With the windows all closed', ""I'll be doing my best"", ""I'll see you soon"", 'In a telescope lens', 'And when all you want is friends', ""I'll see you soon"", ""I'll see you soon"", 'And oh, you lost your trust', 'And oh, you lost your trust', ""No, don't lose your trust"", 'And oh, you lost your trust']"
30,Green Eyes,"['Lyrics', 'Honey you are a rock, upon which I stand,', 'and I come here to talk, I hope you understand.', 'The green eyes,', 'yeah the spotlight,', 'shines upon you,', 'and how could anybody, deny you.', 'I came here with a load,', 'and it feels so much lighter now I met you,', 'and honey you should know,', 'that I could never go on without you,', 'Green eyes.', 'Honey you are the sea, upon which i float,', 'and I came here to talk, I think you should know.', 'The green eyes,', 'your the one that I wanted to find,', 'and anyone who, tried to deny you,', 'must be out of their mind.', 'Because I came here with a load,', 'and it feels so much lighter since I met you.', 'Honey you should know,', 'that i could never go on without you,', 'Green eyes, green eyes.', 'Honey you are a rock, upon which i stand']"
31,Everything's Not Lost,"['Lyrics', 'When I counted up my demons', 'saw there was one for every day', 'with the good ones on my shoulders', 'I drove the other ones away', 'so if you ever feel neglected', 'and if you think that all is lost', ""I'll be counting up my demons, yeah"", ""hoping everything's not lost"", 'when you thought that it was over', 'you could feel it all around', ""and everybody's out to get you"", ""don't you let it drag you down"", ""'cos if you ever feel neglected"", 'if you think that all is lost', ""I'll be counting up my demons, yeah"", ""hoping everything's not lost"", 'if you ever feel neglected', 'if you think that all is lost', ""I'll be counting up my demons, yeah"", ""hoping everything's not lost"", 'singing out ah ah ah yeah', 'ah ah yeah', 'ah ah yeah', ""and everything's not lost"", 'so come on yeah', 'ah ah yeah', 'come on yeah', ""and everything's not lost"", 'ah ah yeah', 'ah ah yeah', 'ah ah yeah', ""and everything's not lost"", 'so come on yeah', 'ah ah yeah', 'ah come on yeah', 'come on yeah', 'ah ah yeah', 'come on yeah', ""and everything's not lost"", 'sing out yeah', 'ah ah yeah', 'come on yeah', ""everything's not lost"", 'come on yeah', 'ah ah yeah', 'sing out yeah', ""and everything's not lost""]"
32,Life in Technicolor,"['Lyrics', '(Instrumental)']"
33,Cemeteries of London,"['Lyrics', 'At night they would go walking till the breaking of the day,', 'the morning is for sleeping', 'Through the dark streets they go searching to see God in their own way,', 'save the nighttime for your weeping', 'Your weeping', 'Singing ""lala lalalalala lay""', 'And the night over London lay', 'So we rode down to the river where the Victorian ghosts pray', 'for their curses to be broken', ""We'd go underneath the arches where the witches are and they say"", 'There are ghost towns in the ocean', 'The ocean', 'Singing ""lala lalalalala lay""', 'And the night over London lay', 'God is in the houses and God is in my head', 'and all the cemeteries in London', ""I see God come in my garden but I don't know what he said,"", ""For my heart it wasn't open"", 'Not open', 'Singing ""lala lalalalala lay""', 'And the night over London lay', 'Singing ""lala lalalalala lay""', ""There's no light over London today...""]"
34,Lost!,"['Lyrics', ""Just because I'm losing"", ""Doesn't mean I'm lost"", ""Doesnt mean I'll stop"", ""Doesn't mean i would cross"", ""Just because I'm hurting"", ""Doesn't mean I'm hurt"", ""Doesn't mean I didn't get what i deserved"", 'No better and no worse', 'I just got lost', 'Every river that I tried to cross', 'Every door I ever tried was locked', ""Oh and I'm just waiting 'til the shine wears off"", 'You might be a big fish in a little pond', ""Doesn't mean you've won"", 'Cause a long may come', 'A bigger one', ""And you'll be lost"", 'Every river that you tried to cross', 'Every gun you ever held went off', ""Oh and I'm just waiting until the firing stopped"", ""Oh and I'm just waiting'til the shine wears off"", ""Oh and I, just waiting 'til the shine wears off"", ""Oh and I, just waiting 'til the shine wears off""]"
35,42,"['Lyrics', 'Those who are dead', 'Are not dead', ""They're just living in my head"", 'And since I fell', 'For that spell', 'I am living there as well', 'Time is so short', ""And I'm sure"", 'There must be something more...', 'Those who are dead', 'Are not dead', ""They're just living in my head"", 'And since I fell', 'For that spell', 'I am living there as well', 'Time is so short', ""And I'm sure"", 'There must be something more...', 'You thought you might be a ghost!', 'You thought you might be a ghost!', ""You didn't get to heaven but you made it close"", ""You didn't get to heaven but you made it close"", 'You thought you might be a ghost!', 'You thought you might be a ghost!', ""You didn't get to heaven but you made it close"", ""You didn't get to heaven but you oh-oh-ooh, oh-oh-ooh"", 'Those who are dead', 'Are not dead', ""They're just living in my head""]"
36,Lovers in Japan,"['Lyrics', ""Lovers, keep on the road you're on"", 'Runners, until the race is run', ""Soldiers, you've got to soldier on"", 'Sometimes even right is wrong', 'They are turning my head out', ""To see what I'm all about"", 'Keeping my head down', 'To see what it feels like now', 'But I have no doubt', 'One day, we are gonna get out', ""Tonight maybe we're gonna run"", 'Dreaming of the Osaka sun', 'Ohh ohh...', 'Dreaming of when the morning comes', 'They are turning my head out', ""To see what I'm all about"", 'Keeping my head down', 'To see what it feels like now', 'But I have no doubt', 'One day the sun will come out', 'Reign of love', ""I can't let go"", 'To the sea I offer', 'This heavy load', 'Locusts will', 'Lift me up', ""I'm just a prisoner"", 'In a reign of love', 'Locusts will', 'Let us stop', ""I wish I'd spoken"", 'To the reign of love', 'Reign of love', ""By the church, we're waiting"", 'Reign of love', 'My knees go praying', 'How I wish', ""I'd spoken up"", ""Or we'd be carried"", 'In the reign of love.']"
37,Yes,"['Lyrics', 'When it started we had high hopes', ""Now my back's on the line"", ""My back's on the ropes"", 'When it started we were alright', 'But night makes a fool', 'of us in the daylight', 'Then we were dying of frustration', 'Saying Lord lead me not into temptation', ""But it's not easy when she turns you on"", 'Sin, stay gone', ""If you'd only, if you'd only say yes"", ""Whether you will's anybody's guess"", ""God only God knows I'm trying my best"", ""But I'm just so tired of this loneliness"", 'Hey', 'So up they picked me by the big toe', 'I was held from the rooftop then they let go', ""Dizzily screaming 'Let the windows down'"", 'As I crawl to the ground', ""If you'd only if you'd only say yes"", ""Whether you will's anybody's guess"", ""God only God knows she won't let me rest"", ""But I'm just so tired of this loneliness"", ""I've become so tired of this loneliness""]"
38,Strawberry Swing,"['Lyrics', 'They were sitting', 'They were sitting in the strawberry swing', 'Every moment was so precious', 'They were sitting', 'They were talking in the strawberry swing', 'Everybody was for fighting', ""Wouldn't wanna waste a thing"", 'Cold, cold water', 'Bring me round', ""Now my feet won't touch the ground"", 'Cold, cold water', 'What ya say?', ""It's such"", ""It's such a perfect day"", ""It's such a perfect day"", 'I remember', 'We were walking up to strawberry swing', ""I can't wait 'til the morning"", ""Wouldn't wanna change a thing"", 'People leaving all the time', 'Inside a perfectly straight line', ""Don't you wanna curve away"", ""It's such"", ""It's such a perfect day"", ""It's such a perfect day"", 'Now the sky could be blue', ""I don't mind"", ""Without you it's a waste of time"", 'could be blue', ""I don't mind"", ""Without you it's a waste of time"", 'could be blue', 'Could be grey', ""Without you it's a waste of time"", 'could be blue', ""I don't mind"", ""Without you it's a waste of time""]"
39,Death and All His Friends,"['Lyrics', 'All winter', 'We got carried', 'Or way over on the rooftops just get merry', 'All summer we just hurry', ""So come over just be patient and don't worry"", ""So come over just be patient and don't worry"", ""So come over just be patient and don't worry"", ""And don't worry..."", 'Try', 'Try', ""No I don't want to battle from beginning to end"", ""I don't want to cycle and recycle revenge"", ""I don't want to follow death and all of his friends..."", ""No I don't want to battle from beginning to end"", ""I don't want to cycle and recycle revenge"", ""I don't want to follow death and all of his friends...""]"
40,Violet Hill,"['Lyrics', 'Was a long and dark December', 'From the rooftops I remember', 'There was snow, white snow', 'Clearly I remember', 'From the windows they were watching', 'While we froze down below', ""When the future's architectured"", 'By a carnival of idiots on show', ""You'd better lie low"", 'If you love me', ""Won't you let me know?"", 'Was a long and dark December', 'When the banks became cathedrals', 'And the fog, became God', 'Priests clutched onto bibles', 'Hollowed out to fit their rifles', 'And the cross was held aloft', 'Bury me in armor', ""When I'm dead and hit the ground"", 'My nerves are poles that unfroze', 'If you love me', ""Won't you let me know?"", ""I don't want to be a soldier"", 'Who the captain of some sinking ship', 'Would stow, far below', 'So if you love me', ""Why'd you let me go?"", 'I took my love down to violet hill', 'There we sat in the snow', 'All that time she was silent still', 'So if you love me', ""Won't you let me know?"", 'If you love me,', ""Won't you let me know?""]"
41,Every Teardrop Is a Waterfall,"['Lyrics', 'I turn the music up, I got my records on', 'I shut the world outside until the lights come on', 'Maybe the streets alight, maybe the trees are gone', 'I feel my heart start beating to my favourite song', 'And all the kids they dance, all the kids all night', 'Until Monday morning feels another life', 'I turn the music up', ""I'm on a roll this time"", 'And heaven is in sight', 'uh...', 'I turn the music up, I got my records on', 'From underneath the rubble sing a rebel song', ""Don't want to see another generation drop"", ""I'd rather be a comma than a full stop"", ""Maybe I'm in the black, maybe I'm on my knees"", ""Maybe I'm in the gap batween the two trapezes"", 'But my heart is beating and my pulses start', 'Cathedrals in my heart', 'as we saw oh this light', 'I swear you, emerge blinking into', ""To tell me it's alright"", 'As we soar walls,', 'every siren is a symphony', ""And every tear's a waterfall"", 'Is a waterfall', 'Oh', 'Is a waterfall', 'Oh oh oh', 'Is a is a waterfall', 'Every tear', 'Is a waterfall', 'Oh oh oh', 'So you can hurt, hurt me bad', ""But still I'll raise the flag"", 'Oh', 'It was a wa wa wa wa wa-a-terfall', 'A wa wa wa wa wa-aterfall', 'Every tear', 'Every tear', 'Every teardrop is a waterfall', 'Every tear', 'Every tear', 'Every teardrop is a waterfall']"
